file_name,absolute_path,relative_target_path,extension,width,height,aspect_ratio,file_size,inferred_entity,inferred_category,inferred_district,inferred_panel_role,duplicate_group,quality_status,rights_status,recommended_use,notes
"Rectangle-48-2.png","/Users/megdude/Downloads/PERKS MEDIA/AMMENITIES/Rectangle-48-2.png","","png","912","588","1.551","849845","rectangle-48-2","AMMENITIES","","manual_review_required","849845-rectangle-48-2","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"paseo-cielo-room-1-1024x683.jpg","/Users/megdude/Downloads/PERKS MEDIA/AMMENITIES/paseo-cielo-room-1-1024x683.jpg","","jpg","1024","683","1.499","127277","paseo-cielo-room-1-1024x683","AMMENITIES","","manual_review_required","127277-paseo-cielo-room-1-1024x683","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"paseo-concierge-1.jpg","/Users/megdude/Downloads/PERKS MEDIA/AMMENITIES/paseo-concierge-1.jpg","","jpg","2040","1360","1.500","568809","paseo-concierge-1","AMMENITIES","","manual_review_required","568809-paseo-concierge-1","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"paseo-daydreamer-and-lobby-1024x683.jpg","/Users/megdude/Downloads/PERKS MEDIA/AMMENITIES/paseo-daydreamer-and-lobby-1024x683.jpg","","jpg","1024","683","1.499","143890","paseo-daydreamer-and-lobby-1024x683","AMMENITIES","","manual_review_required","143890-paseo-daydreamer-and-lobby-1024x","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"04.30.25_Gs_Brunch_DishCombo_10-720x560.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/04.30.25_Gs_Brunch_DishCombo_10-720x560.jpg","","jpg","720","560","1.286","296257","04-30-25-gs-brunch-dishcombo-10-720x560","HOSPITALITY","","manual_review_required","296257-04-30-25-gs-brunch-dishcombo-10-","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"1080 (1).jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/1080 (1).jpg","","jpg","1080","1078","1.002","160952","1080-1","HOSPITALITY","","manual_review_required","160952-1080-1","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"1080.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/1080.jpg","","jpg","1440","1124","1.281","487760","1080","HOSPITALITY","","manual_review_required","487760-1080","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"1830403914969215083.png","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/1830403914969215083.png","","png","540","370","1.459","477811","1830403914969215083","HOSPITALITY","","manual_review_required","477811-1830403914969215083","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"6147591756821927289.png","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/6147591756821927289.png","","png","540","370","1.459","492572","6147591756821927289","HOSPITALITY","","manual_review_required","492572-6147591756821927289","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"6th-Street-432x375.webp","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/6th-Street-432x375.webp","","webp","432","375","1.152","23314","6th-street-432x375","HOSPITALITY","","manual_review_required","23314-6th-street-432x375","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"ABGB_Courtesy_of_ABGB_Exp_June_2029_1__7473b58f-0332-4dad-9941-235579a86473.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/ABGB_Courtesy_of_ABGB_Exp_June_2029_1__7473b58f-0332-4dad-9941-235579a86473.jpg","","jpg","1000","667","1.499","177800","abgb-courtesy-of-abgb-exp-june-2029-1-7473b58f-0332-4dad-9941-235579a86473","HOSPITALITY","","manual_review_required","177800-abgb-courtesy-of-abgb-exp-june-2","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"ACL_Festival_Crowd_Credit_Ismael_Quintanilla_III_Lifetime_Usage_web_size_40d15dfe-959d-4b4d-b79d-70e14e28c2cd.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/ACL_Festival_Crowd_Credit_Ismael_Quintanilla_III_Lifetime_Usage_web_size_40d15dfe-959d-4b4d-b79d-70e14e28c2cd.avif","","avif","512","480","1.067","35036","acl-festival-crowd-credit-ismael-quintanilla-iii-lifetime-usage-web-size-40d15dfe-959d-4b4d-b79d-70e14e28c2cd","HOSPITALITY","","manual_review_required","35036-acl-festival-crowd-credit-ismael","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"AccessATXTours_CustomContent_2021_Image2_edited__e6e42078-761b-4ef8-81fd-3362bc3985b9.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/AccessATXTours_CustomContent_2021_Image2_edited__e6e42078-761b-4ef8-81fd-3362bc3985b9.avif","","avif","1024","502","2.040","100099","accessatxtours-customcontent-2021-image2-edited-e6e42078-761b-4ef8-81fd-3362bc3985b9","HOSPITALITY","","manual_review_required","100099-accessatxtours-customcontent-202","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Ann-W.-Richards-Congress-Avenue-Bridge-432x375.webp","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Ann-W.-Richards-Congress-Avenue-Bridge-432x375.webp","","webp","432","375","1.152","44358","ann-w-richards-congress-avenue-bridge-432x375","HOSPITALITY","","manual_review_required","44358-ann-w-richards-congress-avenue-b","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Ann-and-Roy-Butler-Hike-and-Bike-Trail-432x375.webp","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Ann-and-Roy-Butler-Hike-and-Bike-Trail-432x375.webp","","webp","432","375","1.152","58726","ann-and-roy-butler-hike-and-bike-trail-432x375","HOSPITALITY","","manual_review_required","58726-ann-and-roy-butler-hike-and-bike","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin-Eastciders-Placeholer-432x375.webp","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin-Eastciders-Placeholer-432x375.webp","","webp","432","375","1.152","30418","austin-eastciders-placeholer-432x375","HOSPITALITY","","manual_review_required","30418-austin-eastciders-placeholer-432","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin_FC_Courtesy_of_Austin_FC_Exp_June_2028_3__180d4ea1-fdeb-48ca-93bd-1b05abd84dfe.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin_FC_Courtesy_of_Austin_FC_Exp_June_2028_3__180d4ea1-fdeb-48ca-93bd-1b05abd84dfe.avif","","avif","1024","502","2.040","57915","austin-fc-courtesy-of-austin-fc-exp-june-2028-3-180d4ea1-fdeb-48ca-93bd-1b05abd84dfe","HOSPITALITY","","manual_review_required","57915-austin-fc-courtesy-of-austin-fc-","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin_FC_at_Q2_Stadium_Courtesy_of_Austin_FC_Exp_January_2028_1__3b562873-e3e2-4a41-a0f8-022d82199c41.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin_FC_at_Q2_Stadium_Courtesy_of_Austin_FC_Exp_January_2028_1__3b562873-e3e2-4a41-a0f8-022d82199c41.jpg","","jpg","1024","683","1.499","135524","austin-fc-at-q2-stadium-courtesy-of-austin-fc-exp-january-2028-1-3b562873-e3e2-4a41-a0f8-022d82199c41","HOSPITALITY","","manual_review_required","135524-austin-fc-at-q2-stadium-courtesy","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin_Food_Wine_Festival_2023_Credit_to_Dusana_Risovic_Exp_July_2027_15__d85035d3-e009-41da-a00f-0839ad2c4279.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin_Food_Wine_Festival_2023_Credit_to_Dusana_Risovic_Exp_July_2027_15__d85035d3-e009-41da-a00f-0839ad2c4279.avif","","avif","512","480","1.067","49438","austin-food-wine-festival-2023-credit-to-dusana-risovic-exp-july-2027-15-d85035d3-e009-41da-a00f-0839ad2c4279","HOSPITALITY","","manual_review_required","49438-austin-food-wine-festival-2023-c","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin_Gamblers_Gambler_Days_Credit_to_Lexi_W_Exp_June_2029_7__6102b5e2-730f-4f95-97dd-031fd36cf137.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin_Gamblers_Gambler_Days_Credit_to_Lexi_W_Exp_June_2029_7__6102b5e2-730f-4f95-97dd-031fd36cf137.jpg","","jpg","1000","667","1.499","106456","austin-gamblers-gambler-days-credit-to-lexi-w-exp-june-2029-7-6102b5e2-730f-4f95-97dd-031fd36cf137","HOSPITALITY","","manual_review_required","106456-austin-gamblers-gambler-days-cre","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin_Proper_Hotel_Credit_to_Austin_Proper_Hotel_Exp_Jul_2026_4__9ab4a0b5-f8b7-4a0f-a166-1b72eadbe3d7.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin_Proper_Hotel_Credit_to_Austin_Proper_Hotel_Exp_Jul_2026_4__9ab4a0b5-f8b7-4a0f-a166-1b72eadbe3d7.avif","","avif","1024","524","1.954","48302","austin-proper-hotel-credit-to-austin-proper-hotel-exp-jul-2026-4-9ab4a0b5-f8b7-4a0f-a166-1b72eadbe3d7","HOSPITALITY","","manual_review_required","48302-austin-proper-hotel-credit-to-au","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Austin_Spurs_Credit_Austin_Spurs_Exp_01_18_2026_67dca59e-4fa5-4c83-8280-09c927ba4d86.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Austin_Spurs_Credit_Austin_Spurs_Exp_01_18_2026_67dca59e-4fa5-4c83-8280-09c927ba4d86.jpg","","jpg","1000","666","1.502","106901","austin-spurs-credit-austin-spurs-exp-01-18-2026-67dca59e-4fa5-4c83-8280-09c927ba4d86","HOSPITALITY","","manual_review_required","106901-austin-spurs-credit-austin-spurs","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Blues_on_the_Green_Credit_Ryan_Conine_Lifetime_edited_07757e6d-d0b0-4303-85ed-de4b528f7086.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Blues_on_the_Green_Credit_Ryan_Conine_Lifetime_edited_07757e6d-d0b0-4303-85ed-de4b528f7086.avif","","avif","512","341","1.501","54683","blues-on-the-green-credit-ryan-conine-lifetime-edited-07757e6d-d0b0-4303-85ed-de4b528f7086","HOSPITALITY","","manual_review_required","54683-blues-on-the-green-credit-ryan-c","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Boardwalk_Credit_David_Aguilar_Lifetime_a83ce847-0fb7-48f5-8a11-3fd98c3104b9.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Boardwalk_Credit_David_Aguilar_Lifetime_a83ce847-0fb7-48f5-8a11-3fd98c3104b9.avif","","avif","512","480","1.067","30422","boardwalk-credit-david-aguilar-lifetime-a83ce847-0fb7-48f5-8a11-3fd98c3104b9","HOSPITALITY","","manual_review_required","30422-boardwalk-credit-david-aguilar-l","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Calliope_Musicals_at_Empire_Credit_Renee_Dominguez_Exp_12_7_25_46e0700e-ed85-457c-bf8f-ae32c802bada.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Calliope_Musicals_at_Empire_Credit_Renee_Dominguez_Exp_12_7_25_46e0700e-ed85-457c-bf8f-ae32c802bada.avif","","avif","470","330","1.424","29181","calliope-musicals-at-empire-credit-renee-dominguez-exp-12-7-25-46e0700e-ed85-457c-bf8f-ae32c802bada","HOSPITALITY","","manual_review_required","29181-calliope-musicals-at-empire-cred","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Central_Machine_Works_Courtesy_of_Central_Machine_Works_Exp_January_2029_3__4db61e95-13cf-4dfe-9fb3-9386e7b5d31d.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Central_Machine_Works_Courtesy_of_Central_Machine_Works_Exp_January_2029_3__4db61e95-13cf-4dfe-9fb3-9386e7b5d31d.jpg","","jpg","1000","667","1.499","102676","central-machine-works-courtesy-of-central-machine-works-exp-january-2029-3-4db61e95-13cf-4dfe-9fb3-9386e7b5d31d","HOSPITALITY","","manual_review_required","102676-central-machine-works-courtesy-o","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Credit_Brynn_Osborn_Wild_Child_Duo_5_27_14_2__ea413ace-58be-4a09-bec2-36f7c07bbad8.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Credit_Brynn_Osborn_Wild_Child_Duo_5_27_14_2__ea413ace-58be-4a09-bec2-36f7c07bbad8.avif","","avif","512","341","1.501","14267","credit-brynn-osborn-wild-child-duo-5-27-14-2-ea413ace-58be-4a09-bec2-36f7c07bbad8","HOSPITALITY","","manual_review_required","14267-credit-brynn-osborn-wild-child-d","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"DAY-1_14_03_2025_Fairmont_Austin_Garrison_875-1008x697.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/DAY-1_14_03_2025_Fairmont_Austin_Garrison_875-1008x697.jpg","","jpg","1008","697","1.446","417621","day-1-14-03-2025-fairmont-austin-garrison-875-1008x697","HOSPITALITY","","manual_review_required","417621-day-1-14-03-2025-fairmont-austin","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Fairmont-1888-1008x697.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Fairmont-1888-1008x697.jpg","","jpg","1008","697","1.446","301359","fairmont-1888-1008x697","HOSPITALITY","","manual_review_required","301359-fairmont-1888-1008x697","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Fairmont-1959-1008x697.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Fairmont-1959-1008x697.jpg","","jpg","1008","697","1.446","342830","fairmont-1959-1008x697","HOSPITALITY","","manual_review_required","342830-fairmont-1959-1008x697","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Fairmont-2811-1008x697.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Fairmont-2811-1008x697.jpg","","jpg","1008","697","1.446","328684","fairmont-2811-1008x697","HOSPITALITY","","manual_review_required","328684-fairmont-2811-1008x697","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"HVZ-July-5-Pool-Party-64-1-720x560.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/HVZ-July-5-Pool-Party-64-1-720x560.jpg","","jpg","720","560","1.286","282649","hvz-july-5-pool-party-64-1-720x560","HOSPITALITY","","manual_review_required","282649-hvz-july-5-pool-party-64-1-720x5","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"HVZ-May-2024-Film-58-1-720x560.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/HVZ-May-2024-Film-58-1-720x560.jpg","","jpg","720","560","1.286","400048","hvz-may-2024-film-58-1-720x560","HOSPITALITY","","manual_review_required","400048-hvz-may-2024-film-58-1-720x560","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Hot_Luck_2023_Music_Credit_to_Chad_Wadsworth_Exp_March_2027_22__49710d39-4157-4a55-a4d6-2e77ef2c1c0e.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Hot_Luck_2023_Music_Credit_to_Chad_Wadsworth_Exp_March_2027_22__49710d39-4157-4a55-a4d6-2e77ef2c1c0e.jpg","","jpg","1000","667","1.499","71978","hot-luck-2023-music-credit-to-chad-wadsworth-exp-march-2027-22-49710d39-4157-4a55-a4d6-2e77ef2c1c0e","HOSPITALITY","","manual_review_required","71978-hot-luck-2023-music-credit-to-ch","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"IMG_0513-2-720x560-1751406989.jpeg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/IMG_0513-2-720x560-1751406989.jpeg","","jpeg","720","560","1.286","346013","img-0513-2-720x560-1751406989","HOSPITALITY","","manual_review_required","346013-img-0513-2-720x560-1751406989","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"IMG_3272-768x264.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/IMG_3272-768x264.jpg","","jpg","768","264","2.909","164779","img-3272-768x264","HOSPITALITY","","manual_review_required","164779-img-3272-768x264","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"IMG_3348-720x560.jpg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/IMG_3348-720x560.jpg","","jpg","720","560","1.286","392979","img-3348-720x560","HOSPITALITY","","manual_review_required","392979-img-3348-720x560","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Joann_s_Fine_Foods_Credit_Inti_St_Clair_Exp_Dec_2027_3__f1447cbc-4c83-414e-8d99-02d211d26bcc.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Joann_s_Fine_Foods_Credit_Inti_St_Clair_Exp_Dec_2027_3__f1447cbc-4c83-414e-8d99-02d211d26bcc.avif","","avif","1023","500","2.046","74003","joann-s-fine-foods-credit-inti-st-clair-exp-dec-2027-3-f1447cbc-4c83-414e-8d99-02d211d26bcc","HOSPITALITY","","manual_review_required","74003-joann-s-fine-foods-credit-inti-s","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Lady_Bird_Lake_Credit_David_Aguilar_Lifetime_141cf42b-db15-447a-87c7-31ba9ede21e4.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Lady_Bird_Lake_Credit_David_Aguilar_Lifetime_141cf42b-db15-447a-87c7-31ba9ede21e4.avif","","avif","1024","502","2.040","74617","lady-bird-lake-credit-david-aguilar-lifetime-141cf42b-db15-447a-87c7-31ba9ede21e4","HOSPITALITY","","manual_review_required","74617-lady-bird-lake-credit-david-agui","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Lady_Bird_Lake_Credit_Jared_Tennant_Lifetime_3ab8ef9a-ebdb-4aea-bbd4-f46bc4f6f71f.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Lady_Bird_Lake_Credit_Jared_Tennant_Lifetime_3ab8ef9a-ebdb-4aea-bbd4-f46bc4f6f71f.avif","","avif","512","342","1.497","20614","lady-bird-lake-credit-jared-tennant-lifetime-3ab8ef9a-ebdb-4aea-bbd4-f46bc4f6f71f","HOSPITALITY","","manual_review_required","20614-lady-bird-lake-credit-jared-tenn","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Meanwhile_Brewing_Credit_to_Ray_Palmer_Exp_January_2027_1__f695329c-1016-4c34-a999-bbb0f1c2a2b5.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Meanwhile_Brewing_Credit_to_Ray_Palmer_Exp_January_2027_1__f695329c-1016-4c34-a999-bbb0f1c2a2b5.avif","","avif","512","417","1.228","34907","meanwhile-brewing-credit-to-ray-palmer-exp-january-2027-1-f695329c-1016-4c34-a999-bbb0f1c2a2b5","HOSPITALITY","","manual_review_required","34907-meanwhile-brewing-credit-to-ray-","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Miracle_2019_Downstairs_Bar_1_e5865bee-f7b2-4a8e-a54f-7fe90fd9113c.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Miracle_2019_Downstairs_Bar_1_e5865bee-f7b2-4a8e-a54f-7fe90fd9113c.avif","","avif","470","330","1.424","44367","miracle-2019-downstairs-bar-1-e5865bee-f7b2-4a8e-a54f-7fe90fd9113c","HOSPITALITY","","manual_review_required","44367-miracle-2019-downstairs-bar-1-e5","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Mohawk-Placeholder-432x375.webp","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Mohawk-Placeholder-432x375.webp","","webp","432","375","1.152","20050","mohawk-placeholder-432x375","HOSPITALITY","","manual_review_required","20050-mohawk-placeholder-432x375","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"MotoGP_Chad_Wadsworth_Exp_AUG_28_2027_1__6a10c1b2-35cc-4d95-985a-88d3ea592e57.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/MotoGP_Chad_Wadsworth_Exp_AUG_28_2027_1__6a10c1b2-35cc-4d95-985a-88d3ea592e57.avif","","avif","1024","512","2.000","81827","motogp-chad-wadsworth-exp-aug-28-2027-1-6a10c1b2-35cc-4d95-985a-88d3ea592e57","HOSPITALITY","","manual_review_required","81827-motogp-chad-wadsworth-exp-aug-28","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"Nixta_Taqueria_Credit_Arts_Labor_Lifetime_usage_1__db546220-2837-46b8-b14e-e33621fe7543.avif","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/Nixta_Taqueria_Credit_Arts_Labor_Lifetime_usage_1__db546220-2837-46b8-b14e-e33621fe7543.avif","","avif","512","417","1.228","19205","nixta-taqueria-credit-arts-labor-lifetime-usage-1-db546220-2837-46b8-b14e-e33621fe7543","HOSPITALITY","","manual_review_required","19205-nixta-taqueria-credit-arts-labor","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
"P1001364_lab-720x560.jpeg","/Users/megdude/Downloads/PERKS MEDIA/HOSPITALITY/P1001364_lab-720x560.jpeg","","jpeg","720","560","1.286","274382","p1001364-lab-720x560","HOSPITALITY","","manual_review_required","274382-p1001364-lab-720x560","usable_dimensions","manual_review_required","manual_review_required","Identity and usage rights require review before assignment"
