category,name,address,lat,lng,osm_type,osm_id,tags
"Restaurant","Van Horn's","238 West 2nd Street","30.2649828","-97.7459901","node","3849776832","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""238"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""West 2nd Street"""",""""amenity"""":""""restaurant"""",""""cuisine"""":""""steak_house"""",""""name"""":""""Van Horn's"""",""""website"""":""""https://vanhornsatx.com/""""}"
"Bar / Nightlife","Bar Fino","88 1/2 Rainey Street","30.2599252","-97.738579","way","379221738","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""88 1/2"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""amenity"""":""""bar"""",""""building"""":""""yes"""",""""coa:place_id"""":""""169889"""",""""name"""":""""Bar Fino""""}"
"Bar / Nightlife","Bungalow","83 Rainey Street","30.259377","-97.7382773","way","312335012","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""83"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""bar"""",""""building"""":""""house"""",""""check_date"""":""""2026-05-12"""",""""contact:twitter"""":""""https://twitter.com/icenhauers"""",""""dog"""":""""leashed"""",""""live_music"""":""""yes"""",""""name"""":""""Bungalow"""",""""outdoor_seating"""":""""yes"""",""""payment:cash"""":""""yes"""",""""payment:credit_cards"""":""""yes"""",""""payment:debit_cards"""":""""yes"""",""""website"""":""""https://www.icenhauers.com/"""",""""wheelchair"""":""""yes""""}"
"Bar / Nightlife","El Cockfight","121 East 5th Street","30.2666754","-97.7420323","node","3849776304","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""121"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""East 5th Street"""",""""amenity"""":""""bar"""",""""min_age"""":""""21"""",""""name"""":""""El Cockfight"""",""""opening_hours"""":""""Mo-Fr 15:00-02:00; Sa,Su 14:00-02:00""""}"
"Bar / Nightlife","Electric Shuffle","91 Red River Street","30.2605441","-97.7390397","way","1528861047","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""91"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Red River Street"""",""""addr:unit"""":""""102"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""bar"""",""""area"""":""""yes"""",""""branch"""":""""Austin"""",""""coa:place_id"""":""""613522"""",""""level"""":""""0"""",""""name"""":""""Electric Shuffle"""",""""website"""":""""https://electricshuffle.com/us/austin""""}"
"Bar / Nightlife","Hacienda Bar","70 Rainey Street","30.258393","-97.739041","node","3825447599","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""70"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""amenity"""":""""bar"""",""""coa:place_id"""":""""92594"""",""""currency:XBT"""":""""yes"""",""""min_age"""":""""21"""",""""name"""":""""Hacienda Bar"""",""""survey:date"""":""""2026-05-12""""}"
"Bar / Nightlife","Lavaca Street Bar","405 Lavaca Street","30.2670968","-97.7456186","way","1507317989","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""405"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Lavaca Street"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""bar"""",""""building"""":""""yes"""",""""min_age"""":""""21"""",""""name"""":""""Lavaca Street Bar"""",""""opening_hours"""":""""Mo-Sa 11:00-02:00; Su 11:30-02:00"""",""""outdoor_seating"""":""""yes"""",""""phone"""":""""+1-512-469-0106"""",""""website"""":""""https://lavacastdowntown.com/""""}"
"Bar / Nightlife","Live Oak","98 San Jacinto Boulevard","30.2617055","-97.7425406","node","13873366720","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""98"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""San Jacinto Boulevard"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""bar"""",""""food"""":""""yes"""",""""indoor_seating"""":""""yes"""",""""level"""":""""1"""",""""name"""":""""Live Oak"""",""""opening_hours"""":""""Su-Th 13:00-00:00; Fr-Sa 13:00-01:00"""",""""outdoor_seating"""":""""yes"""",""""wheelchair"""":""""designated""""}"
"Bar / Nightlife","Medusa Bar & Grill","","30.2702132","-97.7499377","node","1792579345","{""""amenity"""":""""bar"""",""""name"""":""""Medusa Bar & Grill""""}"
"Bar / Nightlife","Space Fox","","30.2698395","-97.7498354","node","13799882967","{""""amenity"""":""""bar"""",""""check_date"""":""""2026-05-05"""",""""name"""":""""Space Fox""""}"
"Bar / Nightlife","The Rainey House","76 Rainey Street","30.2588862","-97.7389775","way","312335021","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""76"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""bar"""",""""building"""":""""yes"""",""""check_date"""":""""2026-05-13"""",""""live_music"""":""""yes"""",""""name"""":""""The Rainey House"""",""""opening_hours"""":""""We-Th 16:00-02:00; Fr-Su 14:00-02:00"""",""""outdoor_seating"""":""""yes"""",""""phone"""":""""+1-512-418-6128"""",""""website"""":""""http://rainey-house.com/"""",""""wheelchair"""":""""yes""""}"
"Bar / Nightlife","Victory Lap Rainey","85 Rainey Street","30.2594996","-97.7381961","way","312335011","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""85"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""bar"""",""""building"""":""""yes"""",""""check_date"""":""""2026-05-12"""",""""name"""":""""Victory Lap Rainey"""",""""payment:cards"""":""""no"""",""""payment:cash"""":""""yes"""",""""payment:credit_cards"""":""""yes"""",""""wheelchair"""":""""yes""""}"
"Coffee / Cafe","1886 Café & Bakery","604 Brazos Street","30.268011","-97.7419191","node","13787879801","{""""addr:housenumber"""":""""604"""",""""addr:postcode"""":""""78701"""",""""addr:street"""":""""Brazos Street"""",""""amenity"""":""""cafe"""",""""name"""":""""1886 Café & Bakery"""",""""opening_hours"""":""""Mo-Su 06:30-15:00"""",""""website"""":""""https://driskillhotel.com/dining/1886-café-bakery/"""",""""website:menu"""":""""https://driskillhotel.com/documents/91/1886_AllDayMenu_03.19.26.pdf""""}"
"Coffee / Cafe","Black Fox Coffee","321 West 6th Street","30.2687047","-97.7460675","node","13947744901","{""""addr:housenumber"""":""""321"""",""""addr:postcode"""":""""78701"""",""""addr:street"""":""""West 6th Street"""",""""amenity"""":""""cafe"""",""""check_date"""":""""2026-06-17"""",""""check_date:opening_hours"""":""""2026-06-17"""",""""contact:instagram"""":""""blackfoxcoffeeco"""",""""name"""":""""Black Fox Coffee"""",""""opening_hours"""":""""Mo-Fr 07:00-17:00; Sa-Su 08:00-16:00"""",""""website"""":""""https://blackfoxcoffee.com/""""}"
"Coffee / Cafe","Daydreamer Coffee","80 Rainey Street","30.2595226","-97.7386348","node","13822250755","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""80"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""amenity"""":""""cafe"""",""""cuisine"""":""""coffee_shop"""",""""name"""":""""Daydreamer Coffee""""}"
"Coffee / Cafe","Desnudo Coffee","1214 West 6th Street","30.2735153","-97.758443","node","13895985201","{""""addr:housenumber"""":""""1214"""",""""addr:postcode"""":""""78703"""",""""addr:street"""":""""West 6th Street"""",""""amenity"""":""""cafe"""",""""check_date"""":""""2026-05-30"""",""""check_date:opening_hours"""":""""2026-05-30"""",""""contact:instagram"""":""""desnudocoffee"""",""""internet_access"""":""""wlan"""",""""name"""":""""Desnudo Coffee"""",""""opening_hours"""":""""Mo-Su 08:00-14:30"""",""""phone"""":""""+14244001857"""",""""website"""":""""https://desnudocoffee.com/""""}"
"Coffee / Cafe","Neighbors Café","96 Red River Street","30.2608784","-97.7393485","node","13776620882","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""96"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Red River Street"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""cafe"""",""""level"""":""""1"""",""""name"""":""""Neighbors Café"""",""""opening_date"""":""""2026-08-30"""",""""opening_hours"""":""""Mo-Su 06:00-21:00"""",""""phone"""":""""+1-737-415-9815"""",""""website"""":""""https://www.1hotels.com/austin/taste/neighbors""""}"
"Residential Building","415 Colorado","415 Colorado Street","30.2670872","-97.744243","way","328631279","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""415"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Colorado Street"""",""""architect"""":""""Ziegler Cooper Architects"""",""""building"""":""""apartments"""",""""building:levels"""":""""47"""",""""check_date"""":""""2026-04-30"""",""""height"""":""""195.072"""",""""name"""":""""415 Colorado""""}"
"Residential Building","Envoy Apartments West Campus","2108 San Gabriel Street","30.2851758","-97.7484346","way","380916215","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""2108"""",""""addr:postcode"""":""""78705"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""San Gabriel Street"""",""""brand:website"""":""""https://www.westsidegroup.com/envoy-apartments"""",""""building"""":""""apartments"""",""""building:flats"""":""""10"""",""""building:levels"""":""""2"""",""""contact:linkedin"""":""""https://www.linkedin.com/company/westside-group"""",""""description"""":""""College apartments in Austin's West Campus residential neighborhood. Envoy is a small community of one bedroom apartments."""",""""facebook"""":""""https://www.facebook.com/westsidegrp"""",""""import"""":""""yes"""",""""name"""":""""Envoy Apartments West Campus"""",""""operator"""":""""The Westside Group, Inc."""",""""source"""":""""City of Austin;aerial imagery;local knowledge;streetlevel imagery"""",""""twitter"""":""""https://twitter.com/WestsideGroupTX"""",""""website"""":""""https://www.westsidegroup.com/"""",""""website:map"""":""""https://maps.google.com/?cid=10081051411216910764""""}"
"Residential Building","Inspire on 22nd","2200 Nueces Street","30.285412","-97.7441846","way","380922461","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""2200"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Nueces Street"""",""""building"""":""""apartments"""",""""building:levels"""":""""18"""",""""height"""":""""56.388"""",""""name"""":""""Inspire on 22nd"""",""""source"""":""""City of Austin""""}"
"Residential Building","Moontower","2204 San Antonio Street","30.2856656","-97.7431485","way","380922419","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""2204"""",""""addr:postcode"""":""""78705"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""San Antonio Street"""",""""building"""":""""apartments"""",""""building:levels"""":""""18"""",""""height"""":""""57.3024"""",""""import"""":""""yes"""",""""name"""":""""Moontower"""",""""source"""":""""City of Austin""""}"
"Residential Building","Paseo","80 Rainey Street","30.2593639","-97.7388667","way","1125246153","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""80"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Rainey Street"""",""""building"""":""""apartments"""",""""height"""":""""172.822"""",""""name"""":""""Paseo""""}"
"Residential Building","The Quarters Grayson House","714 West 22nd Street","30.2855679","-97.7461701","way","380917055","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""714"""",""""addr:postcode"""":""""78705"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""West 22nd Street"""",""""building"""":""""apartments"""",""""height"""":""""28.4"""",""""name"""":""""The Quarters Grayson House""""}"
"Residential Building","Waterline","98 Red River Street","30.2610833","-97.7395422","way","1195809570","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""98"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Red River Street"""",""""building"""":""""apartments"""",""""check_date"""":""""2026-04-29"""",""""coa:place_id"""":""""249656"""",""""construction"""":""""apartments"""",""""height"""":""""315.0"""",""""name"""":""""Waterline"""",""""opening_date"""":""""2026-08-30""""}"
"Residential Building","West Campus Flats","2104 San Gabriel Street","30.2850158","-97.7484951","way","380916214","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""2104"""",""""addr:postcode"""":""""78705"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""San Gabriel Street"""",""""building"""":""""apartments"""",""""building:levels"""":""""2"""",""""contact:facebook"""":""""westsidegrp"""",""""contact:instagram"""":""""westsidegrouptx"""",""""contact:linkedin"""":""""https://www.linkedin.com/company/westside-group"""",""""contact:phone"""":""""+1-512-710-0773"""",""""contact:twitter"""":""""WestsideGroupTX"""",""""height"""":""""7.2"""",""""name"""":""""West Campus Flats"""",""""source"""":""""City of Austin;The Westside Group Austin"""",""""website"""":""""https://www.westsidegroup.com/west-campus-flats""""}"
"Civic Organization / Venue","Austin City Hall","","30.2647876","-97.7471982","way","204413180","{""""amenity"""":""""townhall"""",""""building"""":""""civic"""",""""building:levels"""":""""4"""",""""check_date"""":""""2025-02-13"""",""""name"""":""""Austin City Hall"""",""""wheelchair"""":""""yes"""",""""wikidata"""":""""Q39070904"""",""""wikipedia"""":""""en:Austin City Hall (Austin, Texas)""""}"
"Civic Organization / Venue","Chateau Bellevue","","30.271018","-97.7475274","node","13812177391","{""""amenity"""":""""events_venue"""",""""check_date"""":""""2026-05-07"""",""""name"""":""""Chateau Bellevue""""}"
"Civic Organization / Venue","Emma S. Barrientos Mexican American Cultural Center","600 River Street","30.2580746","-97.7401979","way","134786207","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""600"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""River Street"""",""""air_conditioning"""":""""yes"""",""""amenity"""":""""community_centre"""",""""building"""":""""yes"""",""""community_centre"""":""""cultural_centre"""",""""layer"""":""""1"""",""""name"""":""""Emma S. Barrientos Mexican American Cultural Center"""",""""operator"""":""""City of Austin Arts, Culture, Music and Entertainment"""",""""operator:type"""":""""government"""",""""phone"""":""""+1-512-974-3772"""",""""website"""":""""https://www.austintexas.gov/macc""""}"
"Civic Organization / Venue","Palmer Events Center","900 Barton Springs Road","30.2606237","-97.7528265","way","187668223","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""900"""",""""addr:postcode"""":""""78704"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Barton Springs Road"""",""""amenity"""":""""conference_centre"""",""""building"""":""""yes"""",""""check_date"""":""""2024-04-12"""",""""layer"""":""""1"""",""""name"""":""""Palmer Events Center"""",""""phone"""":""""+1-512-404-4500"""",""""website"""":""""https://www.palmereventscenter.com/""""}"
"Civic Organization / Venue","The Eleanor","307 West 5th Street","30.2676913","-97.7462394","way","1051117928","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""307"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""West 5th Street"""",""""amenity"""":""""events_venue"""",""""building"""":""""yes"""",""""building:levels"""":""""2"""",""""check_date"""":""""2026-04-27"""",""""name"""":""""The Eleanor"""",""""phone"""":""""+15124944094"""",""""website"""":""""https://www.theeleanoratx.com/""""}"
"Civic Organization / Venue","The Riley Building","315 Lavaca Street","30.2665399","-97.7458167","way","231123153","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""315"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Lavaca Street"""",""""amenity"""":""""events_venue"""",""""building"""":""""yes"""",""""check_date"""":""""2024-09-30"""",""""name"""":""""The Riley Building"""",""""website"""":""""https://www.therileybuilding.com/""""}"
"Civic Art / Route Stop","A History of La Zona Rosa","","30.2684415","-97.7497814","node","8953194869","{""""artwork_type"""":""""mural"""",""""name"""":""""A History of La Zona Rosa"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Accordion 16","","30.2673224","-97.7531103","node","8927596215","{""""artist_name"""":""""Josef Kristofoletti"""",""""artwork_type"""":""""mural"""",""""name"""":""""Accordion 16"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Aquifer","","30.263631","-97.7415101","node","8228681108","{""""artist_name"""":""""Philip Lamb and Susan Magilow"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""glass"""",""""name"""":""""Aquifer"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Armadillo","","30.2785059","-97.7390802","node","10276400290","{""""artist_name"""":""""Lars Stanley"""",""""artwork_type"""":""""statue"""",""""description"""":""""Steel statue of a nine-banded armadillo, designated the official state small mammal by the Texas Legislature. The artist is Lars Stanley of Stanley Studio with Luke Barron, Ann Woods, Jake Black, Robert Abdallah, and Destiny Augustine"""",""""material"""":""""steel"""",""""name"""":""""Armadillo"""",""""subject:wikidata"""":""""Q649549"""",""""subject:wikipedia"""":""""en:Nine-banded armadillo"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Array","","30.2661641","-97.7511676","node","7917829992","{""""artist_name"""":""""Judd Graham"""",""""artwork_type"""":""""installation"""",""""material"""":""""steel"""",""""name"""":""""Array"""",""""tourism"""":""""artwork"""",""""website"""":""""https://www.austintexas.gov/page/public-artwork-central-library""""}"
"Civic Art / Route Stop","ATX","","30.2703725","-97.7543943","way","967757076","{""""area"""":""""yes"""",""""artwork_type"""":""""sculpture"""",""""image"""":""""https://osm-img.piperswe.me/20250328_osm_survey_5_30/20250328_0071.jpg"""",""""name"""":""""ATX"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Bat","","30.2793018","-97.7387667","node","10269239726","{""""artist_name"""":""""Lars Stanley"""",""""artwork_type"""":""""statue"""",""""description"""":""""Steel sculpture of a Mexican free-tailed bat, designated the official state flying mammal by the Texas Legislature. The artist is Lars Stanley of Stanley Studio with Luke Barron, Ann Woods, Jake Black, Robert Abdallah, and Destiny Augustine"""",""""material"""":""""steel"""",""""name"""":""""Bat"""",""""start_date"""":""""2022"""",""""subject:wikidata"""":""""Q913930"""",""""subject:wikipedia"""":""""en:Mexican free-tailed bat"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Big Mama Baby","","30.2664545","-97.7515498","node","7917829995","{""""artist_name"""":""""Sharon Engelstein"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""concrete"""",""""name"""":""""Big Mama Baby"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Black Austin Matters","","30.2695774","-97.7422428","way","817902985","{""""area"""":""""yes"""",""""artwork_type"""":""""street_art"""",""""material"""":""""road_paint"""",""""name"""":""""Black Austin Matters"""",""""start_date"""":""""2020-06-16"""",""""subject"""":""""Black Lives Matter"""",""""subject:wikidata"""":""""Q19600530"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Blackbird","","30.2679751","-97.7473207","node","6795476805","{""""artist_name"""":""""Holly Young-Kincannon"""",""""artwork_type"""":""""statue"""",""""material"""":""""metal"""",""""name"""":""""Blackbird"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Bluebonnet","","30.2801779","-97.7381665","node","10266425576","{""""artist_name"""":""""Lars Stanley"""",""""artist_studio"""":""""Stanley Studio"""",""""artwork_type"""":""""statue"""",""""description"""":""""Steel sculpture of a Texas bluebonnet (Lupinus texensis), designated the official state flower by the Texas Legislature. The artist is Lars Stanley of Stanley Studio with Luke Barron, Ann Woods, Jake Black, Robert Abdallah, and Destiny Augustine"""",""""material"""":""""steel"""",""""name"""":""""Bluebonnet"""",""""start_date"""":""""2022"""",""""subject:wikidata"""":""""Q4115567"""",""""subject:wikipedia"""":""""en:Lupinus texensis"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Butler Sound Gallery","","30.2814619","-97.737196","way","1243365342","{""""area"""":""""yes"""",""""artwork_type"""":""""installation"""",""""name"""":""""Butler Sound Gallery"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Cloud Pavilion","","30.2669105","-97.7536342","node","8243996180","{""""artist_name"""":""""Beili Liu"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""metal"""",""""name"""":""""Cloud Pavilion"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Cypress Grove","","30.2642977","-97.7439594","node","8228681107","{""""artist_name"""":""""Stanley Studios"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""steel"""",""""name"""":""""Cypress Grove"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Dale Shine","","30.2668804","-97.7427393","node","13785519658","{""""artist_name"""":""""Fabian Rey"""",""""artwork_type"""":""""mural"""",""""name"""":""""Dale Shine"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Gear Grove","","30.2707351","-97.7419517","node","9653213332","{""""artist_name"""":""""Ben Harman"""",""""artwork_type"""":""""sculpture"""",""""description"""":""""Bike rack sculpture made of stainless steel and recycled bike gears"""",""""material"""":""""stainless_steel"""",""""name"""":""""Gear Grove"""",""""start_date"""":""""2013"""",""""tourism"""":""""artwork""""}"
